Num_Acc,catr,circ,nbv,prof,plan,larrout,surf,infra,situ,vma
202300009439,4,2,2.0,1,1,-1.0,1,0,1,50
202300009440,4,1,1.0,1,1,-1.0,1,0,1,50
202300009441,4,2,2.0,1,1,-1.0,1,0,6,50
202300009442,4,-1,1.0,1,1,-1.0,1,0,1,50
202300009442,4,-1,1.0,1,1,-1.0,1,0,8,50
202300009443,4,2,1.0,1,1,-1.0,2,0,3,80
202300009444,4,2,2.0,1,1,-1.0,1,0,1,50
202300009445,4,-1,2.0,1,1,-1.0,1,0,1,50
202300009446,4,1,5.0,1,1,-1.0,1,0,1,70
202300009447,4,2,4.0,1,1,-1.0,1,0,1,50
202300009448,3,2,2.0,2,4,5.5,2,0,1,50
202300009449,4,2,2.0,1,2,-1.0,2,0,3,30
202300009450,3,2,2.0,1,3,5.5,1,0,1,80
202300009451,3,2,2.0,1,1,7.0,1,0,8,80
202300009452,3,-1,2.0,1,3,-1.0,2,0,1,80
202300009453,3,2,2.0,1,1,5.5,2,0,1,50
202300009454,3,2,2.0,1,1,7.0,1,0,1,50
202300009455,3,-1,2.0,1,1,4.0,1,0,1,80
202300009456,3,2,2.0,2,1,5.5,2,0,3,70
202300009457,3,2,3.0,1,1,10.5,1,0,3,90
202300009458,2,2,2.0,4,1,7.0,2,0,3,80
202300009459,3,2,2.0,1,1,4.0,1,5,1,80
202300009459,3,2,2.0,1,1,-1.0,1,5,1,80
202300009460,2,2,2.0,1,1,7.0,1,0,1,80
202300009461,1,3,2.0,1,1,10.0,2,0,1,130
202300009462,1,3,3.0,2,1,10.5,1,0,1,130
202300009463,2,2,2.0,1,1,-1.0,1,0,1,80
202300009463,2,2,-1.0,1,1,-1.0,1,0,1,-1
202300009464,3,2,2.0,2,2,5.5,1,0,1,80
202300009465,3,3,1.0,1,1,4.0,1,5,1,50
202300009466,3,2,1.0,1,3,5.0,1,0,8,-1
202300009467,3,2,2.0,1,3,7.0,1,0,1,80
202300009468,3,2,2.0,1,2,5.0,1,0,3,80
202300009469,3,2,2.0,2,1,5.5,1,0,1,50
202300009469,3,2,-1.0,1,1,-1.0,1,0,1,-1
202300009470,2,3,0.0,1,1,0.0,1,5,1,90
202300009470,2,2,-1.0,1,1,-1.0,1,0,1,-1
202300009471,3,2,2.0,1,1,5.5,1,1,1,30
202300009471,3,2,2.0,1,1,5.5,1,5,1,30
202300009472,3,2,2.0,1,1,-1.0,1,0,3,90
202300009473,3,2,2.0,1,1,5.5,1,0,1,70
202300009473,3,-1,-1.0,1,1,5.5,1,0,1,30
202300009474,3,2,2.0,1,2,5.5,1,0,1,50
202300009475,3,2,2.0,1,1,-1.0,1,0,5,50
202300009475,3,-1,2.0,1,1,-1.0,1,0,5,-1
202300009476,3,2,2.0,1,1,7.0,1,0,1,70
202300009477,3,2,2.0,4,4,4.0,2,0,1,90
202300009477,3,2,2.0,4,2,5.5,2,0,1,90
202300009478,4,2,2.0,1,1,-1.0,2,0,1,80
202300009479,1,-1,3.0,1,1,-1.0,1,0,1,130
202300009480,1,1,3.0,1,1,13.5,2,0,1,70
202300009481,7,3,6.0,1,1,9.0,1,0,1,70
202300009482,1,1,2.0,2,2,-1.0,2,3,1,50
202300009483,1,2,3.0,1,1,6.0,1,0,1,90
202300009484,3,3,2.0,1,1,7.0,2,0,1,90
202300009485,1,-1,1.0,2,1,-1.0,2,0,1,70
202300009486,2,1,2.0,1,1,-1.0,2,0,1,90
202300009487,1,3,4.0,1,1,17.0,2,0,1,90
202300009488,1,1,3.0,1,1,-1.0,2,0,1,110
202300009489,1,1,3.0,1,1,-1.0,2,0,1,70
202300009490,4,3,2.0,1,1,-1.0,1,0,1,50
202300009491,3,-1,2.0,1,1,5.5,1,9,4,70
202300009492,4,3,4.0,1,1,0.0,1,0,1,50
202300009493,4,2,-1.0,1,1,-1.0,1,0,1,-1
202300009493,4,1,2.0,1,1,-1.0,1,2,1,50
202300009494,4,2,2.0,1,1,-1.0,1,0,1,50
202300009495,4,2,4.0,1,1,-1.0,2,0,1,50
202300009495,4,2,2.0,1,1,-1.0,2,0,1,30
202300009496,1,1,2.0,1,1,-1.0,1,0,1,90
202300009497,4,2,2.0,2,3,-1.0,2,0,1,50
202300009498,4,1,1.0,1,1,-1.0,1,0,1,30
202300009499,4,1,2.0,2,1,-1.0,1,0,1,50
202300009500,3,3,2.0,1,1,-1.0,1,0,1,90
202300009501,4,1,1.0,1,1,-1.0,1,0,1,30
202300009502,4,2,2.0,2,1,-1.0,2,0,1,30
202300009502,4,2,2.0,2,1,-1.0,2,5,1,30
202300009503,4,2,2.0,2,1,-1.0,2,0,1,30
202300009504,4,2,2.0,1,2,-1.0,2,0,3,30
202300009505,4,-1,1.0,1,1,-1.0,1,0,1,50
202300009505,4,2,2.0,2,2,-1.0,1,0,1,50
202300009506,4,2,2.0,1,1,-1.0,2,0,1,50
202300009507,4,2,2.0,1,1,-1.0,2,0,1,50
202300009508,3,3,4.0,1,1,-1.0,2,0,1,50
202300009509,4,2,2.0,1,1,-1.0,2,0,1,50
202300009510,4,2,0.0,1,1,-1.0,1,0,8,50
202300009511,4,1,2.0,1,1,-1.0,1,0,1,50
202300009511,4,2,4.0,2,1,-1.0,1,0,1,50
202300009512,4,1,1.0,1,1,-1.0,1,9,8,30
202300009513,4,-1,1.0,1,1,-1.0,2,0,4,30
202300009514,4,2,2.0,1,1,-1.0,2,0,1,50
202300009515,3,2,2.0,1,1,-1.0,1,0,1,-1
202300009515,3,2,2.0,1,1,-1.0,1,0,1,50
202300009516,3,3,5.0,1,1,-1.0,2,0,1,50
202300009517,4,2,2.0,1,1,-1.0,2,0,1,50
202300009518,4,2,2.0,1,1,-1.0,2,0,1,50
202300009519,7,2,4.0,1,1,-1.0,1,0,1,50
202300009519,7,2,2.0,1,1,-1.0,1,0,1,50
202300009520,7,2,2.0,4,3,-1.0,2,8,1,30
202300009521,2,1,2.0,1,2,-1.0,1,0,1,30
202300009521,2,3,4.0,1,1,-1.0,1,0,1,50
202300009522,4,2,2.0,2,1,-1.0,2,0,5,50
202300009523,4,2,2.0,1,1,-1.0,1,0,1,50
202300009524,4,2,2.0,1,1,-1.0,1,0,3,50
202300009525,4,2,2.0,1,1,-1.0,2,0,1,50
202300009526,4,2,3.0,2,1,-1.0,2,0,5,50
202300009527,7,2,8.0,1,1,-1.0,2,2,1,50
202300009527,7,1,3.0,1,1,-1.0,2,0,1,70
202300009528,4,2,2.0,1,1,-1.0,2,0,5,50
202300009529,4,2,2.0,1,1,-1.0,2,0,1,50
202300009530,4,1,1.0,1,1,-1.0,1,0,1,50
202300009531,4,2,2.0,1,1,-1.0,2,0,1,50
202300009532,3,2,2.0,1,1,-1.0,2,0,1,50
202300009533,4,1,2.0,2,1,-1.0,1,5,1,30
202300009534,4,2,2.0,3,1,-1.0,2,0,4,30
202300009535,4,2,2.0,1,1,-1.0,2,0,1,50
202300009536,4,1,1.0,1,2,-1.0,1,5,1,50
202300009537,9,1,1.0,1,2,-1.0,2,0,1,-1
202300009538,4,2,2.0,1,1,-1.0,2,0,1,30
202300009538,4,2,-1.0,1,1,-1.0,2,-1,1,-1
202300009539,4,2,2.0,1,1,-1.0,2,0,1,50
202300009540,4,1,1.0,1,2,-1.0,2,0,1,50
202300009540,4,1,1.0,1,1,-1.0,2,5,5,50
202300009541,4,2,2.0,1,1,-1.0,2,0,1,50
202300009542,4,2,3.0,1,1,-1.0,1,0,1,50
202300009543,4,2,1.0,1,1,-1.0,1,0,1,50
202300009544,4,2,2.0,1,1,-1.0,2,0,1,50
202300009545,3,-1,0.0,1,2,0.0,1,0,5,50
202300009546,4,3,4.0,1,1,-1.0,2,0,1,90
202300009547,4,1,2.0,1,1,-1.0,1,5,1,50
202300009547,4,1,2.0,2,1,-1.0,1,5,1,50
202300009548,4,1,1.0,1,1,-1.0,2,0,1,30
202300009549,3,2,2.0,1,1,-1.0,1,2,1,50
202300009550,4,2,2.0,2,1,-1.0,1,0,1,50
202300009550,4,2,2.0,3,1,-1.0,1,0,1,50
202300009551,3,3,4.0,2,3,0.0,2,0,1,50
202300009552,4,2,2.0,1,1,-1.0,1,0,1,50
202300009553,4,2,2.0,1,4,-1.0,1,0,1,50
202300009554,3,2,2.0,1,1,-1.0,1,0,1,50
202300009555,4,4,2.0,1,1,-1.0,2,0,1,50
202300009556,4,-1,2.0,1,1,-1.0,2,0,1,50
202300009557,4,-1,1.0,1,2,-1.0,2,0,1,50
202300009558,2,1,2.0,1,1,-1.0,1,0,1,50
202300009559,3,2,2.0,1,4,-1.0,2,0,1,50
202300009560,4,2,2.0,1,1,-1.0,1,0,1,30
202300009561,4,1,-1.0,1,1,-1.0,2,0,1,30
202300009562,4,1,1.0,1,1,-1.0,1,0,5,50
202300009563,4,2,2.0,1,1,-1.0,1,0,1,50
202300009564,6,-1,-1.0,1,1,-1.0,2,9,8,-1
202300009565,4,1,1.0,1,1,-1.0,1,1,1,30
202300009566,2,2,2.0,1,3,-1.0,1,5,1,50
202300009567,4,2,2.0,1,1,-1.0,1,0,1,30
202300009568,2,2,1.0,1,1,-1.0,1,0,1,50
202300009568,2,2,2.0,1,1,-1.0,1,0,1,30
202300009569,4,3,4.0,1,2,-1.0,2,5,1,50
202300009569,4,3,4.0,1,1,-1.0,2,5,1,50
202300009570,2,2,2.0,4,1,-1.0,1,0,1,50
202300009570,2,2,2.0,2,1,-1.0,1,0,1,50
202300009571,3,2,2.0,1,1,-1.0,1,0,1,50
202300009572,4,2,2.0,1,1,-1.0,2,0,1,50
202300009572,4,2,2.0,1,1,-1.0,2,0,1,30
202300009573,3,2,0.0,1,1,-1.0,1,0,1,50
202300009573,3,2,2.0,1,1,-1.0,1,0,1,50
202300009574,4,1,1.0,1,1,-1.0,2,0,1,50
202300009575,3,2,1.0,2,2,-1.0,1,0,1,50
202300009576,4,3,4.0,1,1,-1.0,1,5,1,50
202300009576,4,2,2.0,1,1,-1.0,1,5,1,50
202300009577,7,-1,0.0,1,1,-1.0,2,0,5,50
202300009578,2,3,4.0,1,1,-1.0,1,5,1,50
202300009579,4,3,2.0,1,1,-1.0,1,0,1,50
202300009580,2,2,2.0,2,1,4.0,1,5,1,80
202300009580,2,2,1.0,1,1,3.0,1,5,1,80
202300009581,4,2,2.0,1,1,-1.0,2,0,1,50
202300009582,4,1,2.0,1,1,-1.0,1,0,1,50
202300009583,3,-1,2.0,1,1,-1.0,1,9,1,45
202300009584,3,4,3.0,1,1,-1.0,1,5,1,50
202300009584,3,2,3.0,1,3,11.7,1,5,1,50
202300009585,3,1,3.0,1,1,8.0,2,0,1,50
202300009586,3,2,2.0,1,1,-1.0,1,0,3,80
202300009587,4,2,2.0,1,1,-1.0,1,0,1,30
202300009588,4,2,4.0,1,1,-1.0,2,0,1,50
202300009589,7,2,2.0,2,1,-1.0,1,-1,1,50
202300009589,7,2,2.0,2,1,-1.0,1,0,1,30
202300009590,2,3,4.0,1,1,-1.0,2,0,1,50
202300009591,4,-1,0.0,1,1,-1.0,1,0,1,50
202300009592,4,2,0.0,1,1,-1.0,1,0,1,50
202300009593,4,2,2.0,1,1,-1.0,1,0,1,50
202300009594,4,2,2.0,1,1,-1.0,1,0,1,50
202300009595,4,2,2.0,1,1,-1.0,1,0,1,50
202300009595,4,2,2.0,1,1,-1.0,1,0,1,30
202300009596,3,2,2.0,3,1,-1.0,1,0,1,50
202300009597,4,2,2.0,1,1,-1.0,1,0,1,50
202300009597,4,-1,2.0,1,1,-1.0,1,0,1,50
202300009598,3,-1,1.0,1,2,4.0,2,0,1,50
202300009599,4,2,1.0,1,2,-1.0,1,0,1,50
202300009600,3,2,2.0,1,1,-1.0,1,0,1,50
202300009601,3,2,2.0,1,1,-1.0,1,0,1,70
202300009602,3,3,4.0,1,1,-1.0,1,0,8,50
202300009603,4,2,2.0,1,1,-1.0,1,0,1,50
202300009604,4,2,2.0,1,1,-1.0,1,0,1,50
202300009605,4,2,3.0,1,1,-1.0,1,0,5,50
202300009606,7,2,2.0,1,1,-1.0,1,2,1,50
202300009607,7,2,2.0,1,1,-1.0,1,0,1,30
202300009607,7,3,6.0,1,1,-1.0,1,0,1,50
202300009608,3,3,2.0,2,4,-1.0,2,1,1,30
202300009609,4,2,-1.0,1,1,-1.0,1,0,1,-1
202300009609,4,2,2.0,1,1,-1.0,1,0,1,50
202300009610,4,1,3.0,1,1,-1.0,1,0,1,70
202300009611,4,2,2.0,1,1,-1.0,1,0,1,50
202300009612,4,2,1.0,1,1,-1.0,1,0,1,30
202300009613,4,1,4.0,1,1,-1.0,1,0,1,70
202300009614,3,1,1.0,1,1,-1.0,1,0,1,50
202300009615,3,2,2.0,1,1,-1.0,1,0,1,80
202300009616,4,2,2.0,1,1,-1.0,1,0,4,30
202300009617,7,2,2.0,1,1,-1.0,1,0,1,50
202300009618,4,1,-1.0,1,1,-1.0,2,0,5,30
202300009618,4,1,2.0,1,1,-1.0,2,0,5,30
202300009619,4,2,2.0,1,1,-1.0,1,5,1,50
202300009619,4,2,2.0,1,1,-1.0,1,0,1,50
202300009620,4,2,6.0,2,1,-1.0,2,1,1,30
202300009621,3,2,2.0,1,1,-1.0,1,0,1,50
202300009622,4,2,2.0,3,1,-1.0,2,0,1,30
202300009622,4,1,2.0,2,1,-1.0,2,0,1,30
202300009623,4,2,6.0,1,1,-1.0,2,0,1,30
202300009623,4,1,-1.0,1,1,-1.0,2,0,1,30
202300009624,4,1,2.0,1,1,-1.0,2,0,1,30
202300009624,4,-1,-1.0,1,1,-1.0,2,0,1,30
202300009625,4,2,2.0,2,1,-1.0,1,0,1,30
202300009625,4,2,2.0,3,1,-1.0,1,0,1,30
202300009626,4,1,-1.0,1,1,-1.0,2,0,1,30
202300009626,4,1,0.0,1,1,-1.0,2,9,1,30
202300009627,4,3,8.0,1,1,-1.0,2,0,1,30
202300009628,4,-1,-1.0,1,1,-1.0,2,0,1,30
202300009628,4,1,1.0,1,1,-1.0,2,0,1,30
202300009629,4,2,3.0,1,1,-1.0,1,0,1,50
202300009630,4,2,2.0,1,1,-1.0,1,0,1,50
202300009631,4,2,4.0,1,1,-1.0,2,0,1,50
202300009632,4,2,2.0,1,1,-1.0,1,0,1,50
202300009633,4,2,0.0,2,1,-1.0,2,0,1,50
202300009634,4,2,2.0,2,1,-1.0,1,0,1,50
202300009634,4,2,2.0,1,1,-1.0,1,0,1,50
202300009635,4,1,1.0,1,1,-1.0,2,0,5,30
202300009635,4,-1,-1.0,1,1,-1.0,2,0,1,30
202300009636,4,2,2.0,1,1,-1.0,1,0,1,30
202300009637,4,2,2.0,1,1,-1.0,1,0,1,50
202300009638,4,2,4.0,2,1,-1.0,2,0,1,50
202300009639,4,3,4.0,1,1,-1.0,1,0,1,50
202300009640,4,2,2.0,1,1,7.0,2,0,1,30
202300009640,4,1,-1.0,1,1,-1.0,2,0,1,30
202300009641,4,1,1.0,1,1,-1.0,1,0,1,50
202300009641,4,2,2.0,1,1,-1.0,1,0,1,50
202300009642,4,1,2.0,1,1,-1.0,2,0,1,30
202300009643,4,2,2.0,1,1,-1.0,1,0,1,50
202300009644,4,1,-1.0,1,1,-1.0,1,0,1,30
202300009644,4,1,2.0,1,1,-1.0,1,0,1,30
202300009645,2,2,2.0,2,1,-1.0,1,0,1,50
202300009646,4,1,-1.0,1,1,-1.0,2,0,1,30
202300009646,4,2,2.0,1,1,-1.0,2,9,1,30
202300009647,4,1,1.0,2,1,-1.0,1,0,1,30
202300009647,4,2,3.0,1,1,-1.0,1,0,1,30
202300009648,4,2,4.0,1,1,-1.0,1,0,5,50
202300009649,4,2,2.0,2,1,-1.0,2,0,1,30
202300009649,4,1,-1.0,2,1,-1.0,2,0,1,30
202300009650,4,2,2.0,1,1,-1.0,1,0,1,30
202300009651,4,2,3.0,1,1,-1.0,1,0,1,30
202300009651,4,2,2.0,1,1,-1.0,1,0,1,50
202300009652,4,2,2.0,1,1,-1.0,2,0,1,30
202300009653,4,3,4.0,1,1,-1.0,1,0,1,50
202300009654,4,1,2.0,1,1,-1.0,1,0,1,30
202300009655,4,1,1.0,1,1,-1.0,2,0,1,50
202300009656,4,1,1.0,2,1,-1.0,1,6,1,50
202300009656,4,2,4.0,2,3,-1.0,1,5,6,50
202300009657,3,2,2.0,1,1,-1.0,2,9,1,30
202300009658,6,-1,-1.0,1,1,-1.0,1,9,1,20
202300009659,3,1,1.0,1,1,-1.0,1,0,1,50
202300009659,3,-1,2.0,1,1,-1.0,1,0,1,50
202300009660,4,2,0.0,1,1,-1.0,1,0,1,50
202300009660,4,2,0.0,1,1,-1.0,1,5,1,50
202300009661,3,2,4.0,2,3,-1.0,2,0,1,50
202300009662,4,1,1.0,1,3,-1.0,1,0,1,50
202300009663,4,3,4.0,1,3,-1.0,1,5,1,50
202300009663,4,2,0.0,1,1,-1.0,1,5,1,50
202300009664,3,2,2.0,1,2,-1.0,1,0,4,50
202300009664,3,2,2.0,1,1,-1.0,1,0,4,-1
202300009665,3,1,1.0,1,1,-1.0,2,0,1,30
202300009665,3,2,2.0,1,1,-1.0,2,0,1,30
202300009666,4,1,2.0,2,2,-1.0,1,6,1,70
202300009666,4,1,1.0,1,3,-1.0,1,6,1,50
202300009667,3,2,3.0,2,2,-1.0,1,2,1,50
202300009668,3,3,4.0,1,1,-1.0,2,0,4,50
202300009668,3,1,1.0,1,1,-1.0,2,0,4,50
202300009669,3,2,2.0,1,1,-1.0,1,0,1,50
202300009670,3,2,2.0,1,1,-1.0,2,0,1,50
202300009670,3,-1,1.0,1,1,-1.0,2,0,1,-1
202300009671,3,1,1.0,1,1,-1.0,1,0,1,50
202300009672,6,-1,0.0,1,1,-1.0,2,0,1,50
202300009673,3,2,2.0,1,1,-1.0,1,5,1,50
202300009673,3,2,2.0,1,1,-1.0,1,5,8,50
202300009674,3,-1,2.0,1,1,5.0,2,0,1,50
202300009675,3,2,3.0,1,1,-1.0,2,0,1,50
202300009675,3,3,4.0,1,1,-1.0,2,0,1,50
202300009676,4,-1,2.0,1,1,-1.0,1,0,4,50
202300009677,3,2,2.0,1,1,-1.0,2,0,1,50
202300009678,3,2,2.0,1,1,-1.0,1,0,1,80
202300009679,4,2,2.0,1,1,-1.0,1,0,1,50
202300009680,3,-1,3.0,2,3,10.5,2,0,8,50
202300009680,3,2,3.0,2,1,10.5,2,0,1,50
202300009681,4,2,2.0,2,1,-1.0,2,0,1,50
202300009682,7,2,3.0,2,1,-1.0,1,0,1,50
202300009683,3,3,0.0,1,1,0.0,2,0,1,70
202300009684,4,2,2.0,2,1,-1.0,1,0,4,50
202300009685,4,2,2.0,1,1,-1.0,1,0,1,50
202300009686,4,1,1.0,1,1,-1.0,2,0,1,-1
202300009686,4,1,2.0,1,1,-1.0,2,6,1,30
202300009687,4,2,2.0,2,2,-1.0,1,5,1,50
202300009687,4,2,2.0,2,1,-1.0,1,0,1,30
202300009688,3,2,2.0,3,1,5.5,2,0,1,30
202300009689,4,2,2.0,1,1,-1.0,1,0,1,50
202300009690,3,2,0.0,3,3,-1.0,2,0,1,30
202300009691,4,2,2.0,1,1,-1.0,1,0,8,50
202300009692,6,-1,-1.0,1,1,-1.0,2,0,1,30
202300009693,4,2,2.0,1,1,-1.0,1,0,1,50
202300009694,3,2,2.0,2,3,-1.0,1,0,1,50
202300009695,3,3,3.0,1,1,-1.0,2,5,1,50
202300009695,3,2,2.0,1,1,-1.0,2,5,1,50
202300009696,3,2,2.0,1,1,-1.0,1,1,1,50
202300009697,3,1,5.0,1,1,-1.0,2,0,8,50
202300009697,3,2,2.0,1,1,-1.0,2,0,1,30
202300009698,3,3,6.0,1,1,-1.0,1,0,1,90
202300009699,3,2,2.0,1,1,-1.0,1,0,3,80
202300009700,4,2,2.0,1,1,-1.0,2,0,1,50
202300009701,4,2,2.0,1,1,-1.0,1,0,1,50
202300009702,3,2,2.0,1,1,6.0,2,0,4,50
202300009703,4,2,2.0,2,1,-1.0,1,0,1,50
202300009704,4,1,2.0,1,1,-1.0,1,0,1,50
202300009705,3,2,2.0,2,2,5.0,2,0,1,80
202300009706,4,2,2.0,2,2,-1.0,9,5,1,50
202300009707,3,2,2.0,1,1,7.0,1,0,1,50
202300009707,3,2,1.0,1,1,-1.0,1,0,1,50
202300009708,4,2,4.0,1,1,-1.0,1,0,1,30
202300009708,4,2,3.0,1,1,-1.0,1,0,1,30
202300009709,4,2,2.0,1,1,-1.0,1,0,1,50
202300009710,3,2,2.0,1,1,5.5,2,0,1,80
202300009711,9,2,2.0,1,1,-1.0,1,0,1,50
202300009712,2,3,4.0,1,1,10.0,2,0,1,110
202300009713,3,2,0.0,1,1,-1.0,2,0,1,30
202300009713,3,2,2.0,1,1,-1.0,2,0,1,50
202300009714,3,2,2.0,2,1,5.5,2,0,1,80
202300009714,3,2,-1.0,2,1,-1.0,2,0,1,-1
202300009715,2,1,1.0,1,1,-1.0,1,0,1,50
202300009716,3,2,2.0,1,1,5.5,1,0,3,90
202300009717,3,3,4.0,1,1,-1.0,2,0,1,50
202300009718,4,2,2.0,1,1,-1.0,1,0,4,50
202300009719,3,2,2.0,1,1,5.5,1,0,1,50
202300009719,3,2,-1.0,1,1,-1.0,1,5,1,-1
202300009720,4,2,2.0,1,1,-1.0,1,5,1,50
202300009720,4,2,2.0,1,4,-1.0,2,5,1,50
202300009721,3,2,2.0,2,1,7.0,1,0,1,90
202300009722,4,3,4.0,1,1,-1.0,1,5,1,50
202300009722,4,3,5.0,2,1,-1.0,1,5,1,50
202300009723,4,2,1.0,1,1,-1.0,1,0,1,30
202300009724,3,2,2.0,1,1,-1.0,1,0,1,-1
202300009724,3,4,2.0,2,1,7.0,1,5,1,90
202300009725,4,2,2.0,1,1,-1.0,1,0,1,30
202300009726,3,2,2.0,1,1,-1.0,1,0,3,50
202300009726,3,2,2.0,1,1,-1.0,1,0,1,80
202300009727,4,3,4.0,1,1,-1.0,1,5,1,50
202300009727,4,3,2.0,1,1,-1.0,1,5,1,50
202300009728,4,2,2.0,1,1,-1.0,1,0,1,50
202300009729,3,2,2.0,2,2,5.5,2,0,1,50
202300009730,4,2,2.0,1,1,-1.0,1,0,1,70
202300009731,3,2,2.0,2,3,3.5,1,0,1,90
202300009731,3,2,2.0,1,2,-1.0,1,0,1,90
202300009732,3,2,2.0,1,2,-1.0,1,0,4,50
202300009733,4,1,1.0,1,1,-1.0,1,0,1,30
202300009733,4,-1,2.0,1,2,-1.0,1,0,1,50
202300009734,3,2,2.0,1,1,-1.0,2,8,1,50
202300009734,3,2,-1.0,1,1,-1.0,2,0,1,-1
202300009735,3,2,2.0,1,1,5.5,1,0,1,50
202300009736,3,2,2.0,2,2,6.0,2,0,3,80
202300009737,4,-1,0.0,1,1,-1.0,1,0,1,30
202300009738,3,2,2.0,1,1,7.0,1,0,1,-1
202300009739,3,2,2.0,1,1,-1.0,1,0,1,90
202300009740,3,-1,2.0,1,2,5.5,2,0,1,90
202300009741,3,2,2.0,1,1,-1.0,1,5,1,70
202300009741,3,2,2.0,1,1,-1.0,1,5,1,50
202300009742,4,1,1.0,2,1,-1.0,1,4,1,50
202300009742,4,2,2.0,1,1,-1.0,1,0,1,30
202300009743,3,4,3.0,1,1,14.0,2,2,1,70
202300009744,3,1,1.0,1,1,6.32,1,0,1,50
202300009745,4,2,2.0,2,1,-1.0,2,5,1,80
202300009745,4,2,2.0,4,1,-1.0,2,5,1,80
202300009746,3,2,2.0,1,1,7.0,1,0,1,90
202300009747,4,2,3.0,1,1,-1.0,1,0,1,50
202300009747,4,2,2.0,1,1,-1.0,1,0,1,50
202300009748,4,1,1.0,2,1,-1.0,1,1,1,50
202300009749,4,2,2.0,1,1,-1.0,2,0,3,50
202300009750,7,2,2.0,1,2,-1.0,1,0,1,70
202300009751,4,2,2.0,1,1,-1.0,2,9,8,50
202300009752,4,2,-1.0,1,1,-1.0,1,0,1,30
202300009753,3,1,1.0,1,1,-1.0,1,0,1,70
202300009754,4,2,2.0,1,2,-1.0,1,0,1,50
202300009755,4,3,4.0,1,1,-1.0,1,2,1,50
202300009756,4,2,2.0,1,1,-1.0,1,0,1,50
202300009757,4,2,2.0,1,1,-1.0,1,0,4,50
202300009758,3,2,1.0,1,1,-1.0,9,8,1,50
202300009759,4,2,1.0,1,2,-1.0,1,0,1,50
202300009760,4,2,0.0,1,1,-1.0,1,6,1,30
202300009761,4,2,2.0,1,1,-1.0,1,0,1,50
202300009762,3,-1,2.0,1,1,-1.0,1,6,1,50
202300009763,4,-1,0.0,1,1,-1.0,1,0,8,30
202300009764,3,2,2.0,1,3,-1.0,1,0,3,80
202300009765,3,2,2.0,1,1,-1.0,2,0,1,70
202300009766,4,1,1.0,1,1,-1.0,2,2,1,30
202300009766,4,1,-1.0,1,1,-1.0,2,-1,1,30
202300009767,7,2,4.0,1,1,-1.0,2,0,1,50
202300009767,7,2,2.0,1,1,-1.0,2,0,1,50
202300009768,3,2,2.0,2,1,-1.0,1,0,1,50
202300009768,3,2,2.0,1,1,-1.0,1,0,1,50
202300009769,4,1,3.0,1,1,-1.0,1,0,1,70
202300009770,3,1,2.0,1,2,-1.0,1,0,1,50
202300009771,4,2,2.0,1,1,-1.0,1,0,3,50
202300009772,4,2,2.0,1,1,-1.0,1,0,1,50
202300009772,4,1,1.0,1,1,-1.0,1,0,1,50
202300009773,3,2,2.0,1,1,-1.0,1,0,1,50
202300009774,4,2,2.0,1,1,-1.0,1,0,1,50
202300009775,4,2,0.0,1,1,-1.0,1,0,1,50
202300009776,4,3,4.0,1,1,-1.0,1,0,1,50
202300009777,4,2,2.0,2,1,-1.0,1,0,1,50
202300009777,4,2,2.0,1,1,-1.0,1,0,1,50
202300009778,4,2,4.0,1,1,-1.0,1,0,1,50
202300009779,4,2,2.0,1,1,-1.0,1,0,1,50
202300009780,4,3,2.0,1,1,-1.0,1,0,1,50
202300009780,4,2,2.0,1,1,-1.0,1,0,1,50
202300009781,4,2,2.0,1,1,-1.0,1,0,1,50
202300009782,3,2,2.0,1,1,-1.0,1,2,1,50
202300009783,2,2,2.0,1,3,-1.0,9,5,1,80
202300009784,4,1,1.0,1,1,-1.0,5,5,1,50
202300009784,4,2,2.0,1,1,-1.0,5,0,1,50
202300009785,4,-1,2.0,1,1,-1.0,1,0,1,50
202300009786,4,2,3.0,1,1,-1.0,1,0,1,50
202300009787,3,1,1.0,1,1,-1.0,1,5,1,50
202300009788,3,-1,2.0,1,1,-1.0,1,0,1,50
202300009789,3,2,2.0,1,2,-1.0,1,0,1,80
202300009790,4,1,1.0,1,1,-1.0,1,0,1,50
202300009791,4,2,2.0,2,1,-1.0,1,0,1,50
202300009792,4,1,2.0,2,1,-1.0,1,0,1,50
202300009792,4,1,1.0,1,1,-1.0,1,0,1,50
202300009793,3,2,2.0,2,1,-1.0,1,0,1,50
202300009794,4,2,2.0,1,1,-1.0,2,0,1,50
202300009795,4,2,2.0,1,1,-1.0,1,9,1,50
202300009796,4,2,2.0,1,1,-1.0,2,0,1,30
202300009797,4,2,2.0,1,1,-1.0,1,9,1,50
202300009798,4,1,4.0,1,1,-1.0,1,0,1,70
202300009799,4,1,4.0,1,1,-1.0,1,0,1,70
202300009800,4,1,4.0,1,1,-1.0,1,0,1,70
202300009801,4,2,3.0,2,1,-1.0,1,-1,5,30
202300009801,4,1,-1.0,1,1,-1.0,1,-1,5,-1
202300009802,4,1,-1.0,1,1,-1.0,1,6,1,30
202300009803,4,1,2.0,1,1,-1.0,1,0,1,30
202300009803,4,2,2.0,1,1,-1.0,1,0,1,30
202300009804,4,-1,2.0,1,1,-1.0,1,-1,5,30
202300009804,4,1,-1.0,1,1,-1.0,1,-1,5,-1
202300009805,4,1,-1.0,1,1,-1.0,1,-1,5,-1
202300009805,4,1,1.0,1,1,-1.0,1,-1,5,30
